File,Column,Data Type,Description
csv/nba/game_odds.csv,game_id,string,Unique identifier for each game
csv/nba/game_odds.csv,game_date,date,Date the game was played
csv/nba/game_odds.csv,odds_date,date,odds date value
csv/nba/game_odds.csv,last_fetched,string,last fetched value
csv/nba/game_odds.csv,decimal_home,float,decimal home value
csv/nba/game_odds.csv,decimal_away,float,decimal away value
csv/nba/game_odds.csv,moneyline_home,integer,Moneyline odds value for the home team
csv/nba/game_odds.csv,moneyline_away,integer,Moneyline odds value for the away team
csv/nba/game_odds.csv,source_url,string,source url value
csv/nba/Games.csv,gameId,string,Unique identifier for each game
csv/nba/Games.csv,gameDateTimeEst,string,gameDateTimeEst value
csv/nba/Games.csv,hometeamCity,string,hometeamCity value
csv/nba/Games.csv,hometeamName,string,hometeamName value
csv/nba/Games.csv,hometeamId,string,hometeamId value
csv/nba/Games.csv,awayteamCity,string,awayteamCity value
csv/nba/Games.csv,awayteamName,string,awayteamName value
csv/nba/Games.csv,awayteamId,string,awayteamId value
csv/nba/Games.csv,homeScore,integer,homeScore value
csv/nba/Games.csv,awayScore,integer,awayScore value
csv/nba/Games.csv,winner,integer,winner value
csv/nba/Games.csv,gameType,string,gameType value
csv/nba/Games.csv,gameSubtype,string,gameSubtype value
csv/nba/Games.csv,gameLabel,string,gameLabel value
csv/nba/Games.csv,gameSubLabel,string,gameSubLabel value
csv/nba/Games.csv,seriesGameNumber,string,seriesGameNumber value
csv/nba/Games.csv,attendance,integer,attendance value
csv/nba/Games.csv,arenaId,string,arenaId value
csv/nba/Games.csv,arenaName,string,arenaName value
csv/nba/Games.csv,arenaCity,string,arenaCity value
csv/nba/Games.csv,arenaState,string,arenaState value
csv/nba/Games.csv,officials,string,officials value
csv/nba/Games.csv,gameDate,date,Date the game was played
csv/nba/Games1.csv,gameId,string,Unique identifier for each game
csv/nba/Games1.csv,gameDateTimeEst,string,gameDateTimeEst value
csv/nba/Games1.csv,hometeamCity,string,hometeamCity value
csv/nba/Games1.csv,hometeamName,string,hometeamName value
csv/nba/Games1.csv,hometeamId,string,hometeamId value
csv/nba/Games1.csv,awayteamCity,string,awayteamCity value
csv/nba/Games1.csv,awayteamName,string,awayteamName value
csv/nba/Games1.csv,awayteamId,string,awayteamId value
csv/nba/Games1.csv,homeScore,integer,homeScore value
csv/nba/Games1.csv,awayScore,integer,awayScore value
csv/nba/Games1.csv,winner,integer,winner value
csv/nba/Games1.csv,gameType,string,gameType value
csv/nba/Games1.csv,gameSubtype,string,gameSubtype value
csv/nba/Games1.csv,gameLabel,string,gameLabel value
csv/nba/Games1.csv,gameSubLabel,string,gameSubLabel value
csv/nba/Games1.csv,seriesGameNumber,string,seriesGameNumber value
csv/nba/Games1.csv,attendance,integer,attendance value
csv/nba/Games1.csv,arenaId,string,arenaId value
csv/nba/Games1.csv,arenaName,string,arenaName value
csv/nba/Games1.csv,arenaCity,string,arenaCity value
csv/nba/Games1.csv,arenaState,string,arenaState value
csv/nba/Games1.csv,officials,string,officials value
csv/nba/Games1.csv,gameDate,date,Date the game was played
csv/nba/games_advanced.csv,Team,string,Team name or abbreviation
csv/nba/games_advanced.csv,Match Up,string,Game matchup notation
csv/nba/games_advanced.csv,Game Date,date,Date the game was played
csv/nba/games_advanced.csv,W/L,string,Win/loss indicator
csv/nba/games_advanced.csv,MIN,integer,Minutes played
csv/nba/games_advanced.csv,OffRtg,float,OffRtg value
csv/nba/games_advanced.csv,DefRtg,float,DefRtg value
csv/nba/games_advanced.csv,NetRtg,float,NetRtg value
csv/nba/games_advanced.csv,AST%,float,AST% value
csv/nba/games_advanced.csv,AST/TO,float,AST/TO value
csv/nba/games_advanced.csv,AST Ratio,float,AST Ratio value
csv/nba/games_advanced.csv,OREB%,float,OREB% value
csv/nba/games_advanced.csv,DREB%,float,DREB% value
csv/nba/games_advanced.csv,REB%,float,REB% value
csv/nba/games_advanced.csv,TOV%,float,TOV% value
csv/nba/games_advanced.csv,eFG%,float,eFG% value
csv/nba/games_advanced.csv,TS%,float,TS% value
csv/nba/games_advanced.csv,PACE,float,PACE value
csv/nba/games_advanced.csv,PIE,float,PIE value
csv/nba/games_advanced.csv,TEAM_ID,string,Unique identifier for each team
csv/nba/games_advanced.csv,GAME_ID,string,Unique identifier for each game
csv/nba/games_boxscores.csv,game_id,string,Unique identifier for each game
csv/nba/games_boxscores.csv,season,integer,Season identifier
csv/nba/games_boxscores.csv,game_date,date,Date the game was played
csv/nba/games_boxscores.csv,sub_season_id,string,sub season id value
csv/nba/games_boxscores.csv,is_playoff,boolean,is playoff value
csv/nba/games_boxscores.csv,is_overtime,boolean,is overtime value
csv/nba/games_boxscores.csv,min,integer,Minutes played
csv/nba/games_boxscores.csv,team_id_home,integer,Unique identifier for each team for the home team
csv/nba/games_boxscores.csv,is_home_team_home,boolean,Whether the team played at home for the home team
csv/nba/games_boxscores.csv,team_home,string,Team name or abbreviation for the home team
csv/nba/games_boxscores.csv,match_up_home,string,Game matchup notation for the home team
csv/nba/games_boxscores.csv,pts_home,integer,Points scored for the home team
csv/nba/games_boxscores.csv,fgm_home,integer,Field goals made for the home team
csv/nba/games_boxscores.csv,fga_home,integer,Field goal attempts for the home team
csv/nba/games_boxscores.csv,fg_pct_home,float,Field goal percentage for the home team
csv/nba/games_boxscores.csv,3pm_home,integer,Three-point field goals made for the home team
csv/nba/games_boxscores.csv,3pa_home,integer,Three-point field goal attempts for the home team
csv/nba/games_boxscores.csv,3p_pct_home,float,Three-point field goal percentage for the home team
csv/nba/games_boxscores.csv,ftm_home,integer,Free throws made for the home team
csv/nba/games_boxscores.csv,fta_home,integer,Free throw attempts for the home team
csv/nba/games_boxscores.csv,ft_pct_home,float,Free throw percentage for the home team
csv/nba/games_boxscores.csv,oreb_home,integer,oreb home value
csv/nba/games_boxscores.csv,dreb_home,integer,dreb home value
csv/nba/games_boxscores.csv,reb_home,integer,Total rebounds for the home team
csv/nba/games_boxscores.csv,ast_home,integer,Assists for the home team
csv/nba/games_boxscores.csv,tov_home,integer,Turnovers for the home team
csv/nba/games_boxscores.csv,stl_home,integer,Steals for the home team
csv/nba/games_boxscores.csv,blk_home,integer,Blocks for the home team
csv/nba/games_boxscores.csv,pf_home,integer,Personal fouls for the home team
csv/nba/games_boxscores.csv,plus_minus_home,integer,Plus/minus differential for the home team
csv/nba/games_boxscores.csv,off_rtg_home,float,off rtg home value
csv/nba/games_boxscores.csv,def_rtg_home,float,def rtg home value
csv/nba/games_boxscores.csv,net_rtg_home,float,net rtg home value
csv/nba/games_boxscores.csv,ast_pct_home,float,ast pct home value
csv/nba/games_boxscores.csv,ast_turnover_ratio_home,float,ast turnover ratio home value
csv/nba/games_boxscores.csv,ast_ratio_home,float,ast ratio home value
csv/nba/games_boxscores.csv,oreb_pct_home,float,oreb pct home value
csv/nba/games_boxscores.csv,dreb_pct_home,float,dreb pct home value
csv/nba/games_boxscores.csv,reb_pct_home,float,reb pct home value
csv/nba/games_boxscores.csv,tov_pct_home,float,tov pct home value
csv/nba/games_boxscores.csv,efg_pct_home,float,efg pct home value
csv/nba/games_boxscores.csv,ts_pct_home,float,ts pct home value
csv/nba/games_boxscores.csv,pace_home,float,pace home value
csv/nba/games_boxscores.csv,pie_home,float,pie home value
csv/nba/games_boxscores.csv,fta_rate_home,float,fta rate home value
csv/nba/games_boxscores.csv,opp_efg_pct_home,float,opp efg pct home value
csv/nba/games_boxscores.csv,opp_fta_rate_home,float,opp fta rate home value
csv/nba/games_boxscores.csv,opp_tov_pct_home,float,opp tov pct home value
csv/nba/games_boxscores.csv,opp_oreb_pct_home,float,opp oreb pct home value
csv/nba/games_boxscores.csv,pts_off_to_home,integer,pts off to home value
csv/nba/games_boxscores.csv,2nd_pts_home,integer,2nd pts home value
csv/nba/games_boxscores.csv,fbps_home,integer,fbps home value
csv/nba/games_boxscores.csv,pitp_home,integer,pitp home value
csv/nba/games_boxscores.csv,opp_pts_off_to_home,integer,opp pts off to home value
csv/nba/games_boxscores.csv,opp_2nd_pts_home,integer,opp 2nd pts home value
csv/nba/games_boxscores.csv,opp_fbps_home,integer,opp fbps home value
csv/nba/games_boxscores.csv,opp_pitp_home,integer,opp pitp home value
csv/nba/games_boxscores.csv,pct_fga_2pt_home,float,pct fga 2pt home value
csv/nba/games_boxscores.csv,pct_fga_3pt_home,float,pct fga 3pt home value
csv/nba/games_boxscores.csv,pct_pts_2pt_home,float,pct pts 2pt home value
csv/nba/games_boxscores.csv,pct_pts_2pt_mr_home,float,pct pts 2pt mr home value
csv/nba/games_boxscores.csv,pct_pts_3pt_home,float,pct pts 3pt home value
csv/nba/games_boxscores.csv,pct_pts_fbps_home,float,pct pts fbps home value
csv/nba/games_boxscores.csv,pct_pts_ft_home,float,pct pts ft home value
csv/nba/games_boxscores.csv,pct_pts_off_to_home,float,pct pts off to home value
csv/nba/games_boxscores.csv,pct_pts_pitp_home,float,pct pts pitp home value
csv/nba/games_boxscores.csv,2fgm_pct_ast_home,float,2fgm pct ast home value
csv/nba/games_boxscores.csv,2fgm_pct_uast_home,float,2fgm pct uast home value
csv/nba/games_boxscores.csv,3fgm_pct_ast_home,float,3fgm pct ast home value
csv/nba/games_boxscores.csv,3fgm_pct_uast_home,float,3fgm pct uast home value
csv/nba/games_boxscores.csv,fgm_pct_ast_home,float,fgm pct ast home value
csv/nba/games_boxscores.csv,fgm_pct_uast_home,float,fgm pct uast home value
csv/nba/games_boxscores.csv,is_win_home,boolean,Whether the team won the game for the home team
csv/nba/games_boxscores.csv,team_id_visitor,integer,Unique identifier for each team for the visitor team
csv/nba/games_boxscores.csv,is_home_team_visitor,boolean,Whether the team played at home for the visitor team
csv/nba/games_boxscores.csv,team_visitor,string,Team name or abbreviation for the visitor team
csv/nba/games_boxscores.csv,match_up_visitor,string,Game matchup notation for the visitor team
csv/nba/games_boxscores.csv,pts_visitor,integer,Points scored for the visitor team
csv/nba/games_boxscores.csv,fgm_visitor,integer,Field goals made for the visitor team
csv/nba/games_boxscores.csv,fga_visitor,integer,Field goal attempts for the visitor team
csv/nba/games_boxscores.csv,fg_pct_visitor,float,Field goal percentage for the visitor team
csv/nba/games_boxscores.csv,3pm_visitor,integer,Three-point field goals made for the visitor team
csv/nba/games_boxscores.csv,3pa_visitor,integer,Three-point field goal attempts for the visitor team
csv/nba/games_boxscores.csv,3p_pct_visitor,float,Three-point field goal percentage for the visitor team
csv/nba/games_boxscores.csv,ftm_visitor,integer,Free throws made for the visitor team
csv/nba/games_boxscores.csv,fta_visitor,integer,Free throw attempts for the visitor team
csv/nba/games_boxscores.csv,ft_pct_visitor,float,Free throw percentage for the visitor team
csv/nba/games_boxscores.csv,oreb_visitor,integer,oreb visitor value
csv/nba/games_boxscores.csv,dreb_visitor,integer,dreb visitor value
csv/nba/games_boxscores.csv,reb_visitor,integer,Total rebounds for the visitor team
csv/nba/games_boxscores.csv,ast_visitor,integer,Assists for the visitor team
csv/nba/games_boxscores.csv,tov_visitor,integer,Turnovers for the visitor team
csv/nba/games_boxscores.csv,stl_visitor,integer,Steals for the visitor team
csv/nba/games_boxscores.csv,blk_visitor,integer,Blocks for the visitor team
csv/nba/games_boxscores.csv,pf_visitor,integer,Personal fouls for the visitor team
csv/nba/games_boxscores.csv,plus_minus_visitor,integer,Plus/minus differential for the visitor team
csv/nba/games_boxscores.csv,off_rtg_visitor,float,off rtg visitor value
csv/nba/games_boxscores.csv,def_rtg_visitor,float,def rtg visitor value
csv/nba/games_boxscores.csv,net_rtg_visitor,float,net rtg visitor value
csv/nba/games_boxscores.csv,ast_pct_visitor,float,ast pct visitor value
csv/nba/games_boxscores.csv,ast_turnover_ratio_visitor,float,ast turnover ratio visitor value
csv/nba/games_boxscores.csv,ast_ratio_visitor,float,ast ratio visitor value
csv/nba/games_boxscores.csv,oreb_pct_visitor,float,oreb pct visitor value
csv/nba/games_boxscores.csv,dreb_pct_visitor,float,dreb pct visitor value
csv/nba/games_boxscores.csv,reb_pct_visitor,float,reb pct visitor value
csv/nba/games_boxscores.csv,tov_pct_visitor,float,tov pct visitor value
csv/nba/games_boxscores.csv,efg_pct_visitor,float,efg pct visitor value
csv/nba/games_boxscores.csv,ts_pct_visitor,float,ts pct visitor value
csv/nba/games_boxscores.csv,pace_visitor,float,pace visitor value
csv/nba/games_boxscores.csv,pie_visitor,float,pie visitor value
csv/nba/games_boxscores.csv,fta_rate_visitor,float,fta rate visitor value
csv/nba/games_boxscores.csv,opp_efg_pct_visitor,float,opp efg pct visitor value
csv/nba/games_boxscores.csv,opp_fta_rate_visitor,float,opp fta rate visitor value
csv/nba/games_boxscores.csv,opp_tov_pct_visitor,float,opp tov pct visitor value
csv/nba/games_boxscores.csv,opp_oreb_pct_visitor,float,opp oreb pct visitor value
csv/nba/games_boxscores.csv,pts_off_to_visitor,integer,pts off to visitor value
csv/nba/games_boxscores.csv,2nd_pts_visitor,integer,2nd pts visitor value
csv/nba/games_boxscores.csv,fbps_visitor,integer,fbps visitor value
csv/nba/games_boxscores.csv,pitp_visitor,integer,pitp visitor value
csv/nba/games_boxscores.csv,opp_pts_off_to_visitor,integer,opp pts off to visitor value
csv/nba/games_boxscores.csv,opp_2nd_pts_visitor,integer,opp 2nd pts visitor value
csv/nba/games_boxscores.csv,opp_fbps_visitor,integer,opp fbps visitor value
csv/nba/games_boxscores.csv,opp_pitp_visitor,integer,opp pitp visitor value
csv/nba/games_boxscores.csv,pct_fga_2pt_visitor,float,pct fga 2pt visitor value
csv/nba/games_boxscores.csv,pct_fga_3pt_visitor,float,pct fga 3pt visitor value
csv/nba/games_boxscores.csv,pct_pts_2pt_visitor,float,pct pts 2pt visitor value
csv/nba/games_boxscores.csv,pct_pts_2pt_mr_visitor,float,pct pts 2pt mr visitor value
csv/nba/games_boxscores.csv,pct_pts_3pt_visitor,float,pct pts 3pt visitor value
csv/nba/games_boxscores.csv,pct_pts_fbps_visitor,float,pct pts fbps visitor value
csv/nba/games_boxscores.csv,pct_pts_ft_visitor,float,pct pts ft visitor value
csv/nba/games_boxscores.csv,pct_pts_off_to_visitor,float,pct pts off to visitor value
csv/nba/games_boxscores.csv,pct_pts_pitp_visitor,float,pct pts pitp visitor value
csv/nba/games_boxscores.csv,2fgm_pct_ast_visitor,float,2fgm pct ast visitor value
csv/nba/games_boxscores.csv,2fgm_pct_uast_visitor,float,2fgm pct uast visitor value
csv/nba/games_boxscores.csv,3fgm_pct_ast_visitor,float,3fgm pct ast visitor value
csv/nba/games_boxscores.csv,3fgm_pct_uast_visitor,float,3fgm pct uast visitor value
csv/nba/games_boxscores.csv,fgm_pct_ast_visitor,float,fgm pct ast visitor value
csv/nba/games_boxscores.csv,fgm_pct_uast_visitor,float,fgm pct uast visitor value
csv/nba/games_boxscores.csv,is_win_visitor,boolean,Whether the team won the game for the visitor team
csv/nba/games_four-factors.csv,TEAM,string,Team name or abbreviation
csv/nba/games_four-factors.csv,MATCH UP,string,Game matchup notation
csv/nba/games_four-factors.csv,GAME DATE,date,Date the game was played
csv/nba/games_four-factors.csv,W/L,string,Win/loss indicator
csv/nba/games_four-factors.csv,MIN,integer,Minutes played
csv/nba/games_four-factors.csv,eFG%,float,eFG% value
csv/nba/games_four-factors.csv,FTA Rate,float,FTA Rate value
csv/nba/games_four-factors.csv,TOV%,float,TOV% value
csv/nba/games_four-factors.csv,OREB%,float,OREB% value
csv/nba/games_four-factors.csv,Opp eFG%,float,Opp eFG% value
csv/nba/games_four-factors.csv,Opp FTA Rate,float,Opp FTA Rate value
csv/nba/games_four-factors.csv,Opp TOV%,float,Opp TOV% value
csv/nba/games_four-factors.csv,Opp OREB%,float,Opp OREB% value
csv/nba/games_four-factors.csv,TEAM_ID,string,Unique identifier for each team
csv/nba/games_four-factors.csv,GAME_ID,string,Unique identifier for each game
csv/nba/games_index.csv,game_id,string,Unique identifier for each game
csv/nba/games_index.csv,game_date,date,Date the game was played
csv/nba/games_index.csv,season_year,string,season year value
csv/nba/games_index.csv,matchup,string,Game matchup notation
csv/nba/games_index.csv,home,string,home value
csv/nba/games_index.csv,away,string,away value
csv/nba/games_index.csv,team_id_home,integer,Unique identifier for each team for the home team
csv/nba/games_index.csv,team_id_away,integer,Unique identifier for each team for the away team
csv/nba/games_index.csv,team_name_home,string,Team name for the home team
csv/nba/games_index.csv,team_name_away,string,Team name for the away team
csv/nba/games_index.csv,winner,string,winner value
csv/nba/games_index.csv,pts_home,integer,Points scored for the home team
csv/nba/games_index.csv,pts_away,integer,Points scored for the away team
csv/nba/games_index.csv,margin,integer,margin value
csv/nba/games_index.csv,min,integer,Minutes played
csv/nba/games_index.csv,odds_home,float,Odds value for the home team
csv/nba/games_index.csv,odds_away,float,Odds value for the away team
csv/nba/games_misc.csv,Team,string,Team name or abbreviation
csv/nba/games_misc.csv,Match Up,string,Game matchup notation
csv/nba/games_misc.csv,Game Date,date,Date the game was played
csv/nba/games_misc.csv,W/L,string,Win/loss indicator
csv/nba/games_misc.csv,MIN,integer,Minutes played
csv/nba/games_misc.csv,PTS OFF TO,integer,PTS OFF TO value
csv/nba/games_misc.csv,2nd PTS,integer,2nd PTS value
csv/nba/games_misc.csv,FBPs,integer,FBPs value
csv/nba/games_misc.csv,PITP,integer,PITP value
csv/nba/games_misc.csv,Opp PTS OFF TO,integer,Opp PTS OFF TO value
csv/nba/games_misc.csv,Opp 2nd PTS,integer,Opp 2nd PTS value
csv/nba/games_misc.csv,Opp FBPs,integer,Opp FBPs value
csv/nba/games_misc.csv,Opp PITP,integer,Opp PITP value
csv/nba/games_misc.csv,TEAM_ID,string,Unique identifier for each team
csv/nba/games_misc.csv,GAME_ID,string,Unique identifier for each game
csv/nba/games_schedule.csv,game_id,string,Unique identifier for each game
csv/nba/games_schedule.csv,game_date,date,Date the game was played
csv/nba/games_schedule.csv,season_year,string,season year value
csv/nba/games_schedule.csv,season_type,string,season type value
csv/nba/games_schedule.csv,completed,integer,completed value
csv/nba/games_schedule.csv,scheduled,integer,scheduled value
csv/nba/games_schedule.csv,matchup,string,Game matchup notation
csv/nba/games_schedule.csv,home,string,home value
csv/nba/games_schedule.csv,away,string,away value
csv/nba/games_schedule.csv,team_id_home,integer,Unique identifier for each team for the home team
csv/nba/games_schedule.csv,team_id_away,integer,Unique identifier for each team for the away team
csv/nba/games_schedule.csv,team_name_home,string,Team name for the home team
csv/nba/games_schedule.csv,team_name_away,string,Team name for the away team
csv/nba/games_schedule.csv,winner,string,winner value
csv/nba/games_schedule.csv,pts_home,integer,Points scored for the home team
csv/nba/games_schedule.csv,pts_away,integer,Points scored for the away team
csv/nba/games_schedule.csv,margin,integer,margin value
csv/nba/games_schedule.csv,odds_home,integer,Odds value for the home team
csv/nba/games_schedule.csv,odds_away,integer,Odds value for the away team
csv/nba/games_schedule.csv,is_neutral,boolean,is neutral value
csv/nba/games_scoring.csv,Team,string,Team name or abbreviation
csv/nba/games_scoring.csv,Match Up,string,Game matchup notation
csv/nba/games_scoring.csv,Game Date,date,Date the game was played
csv/nba/games_scoring.csv,W/L,string,Win/loss indicator
csv/nba/games_scoring.csv,MIN,float,Minutes played
csv/nba/games_scoring.csv,%FGA 2PT,float,%FGA 2PT value
csv/nba/games_scoring.csv,%FGA 3PT,float,%FGA 3PT value
csv/nba/games_scoring.csv,%PTS 2PT,float,%PTS 2PT value
csv/nba/games_scoring.csv,%PTS 2PT MR,float,%PTS 2PT MR value
csv/nba/games_scoring.csv,%PTS 3PT,float,%PTS 3PT value
csv/nba/games_scoring.csv,%PTS FBPs,float,%PTS FBPs value
csv/nba/games_scoring.csv,%PTS FT,float,%PTS FT value
csv/nba/games_scoring.csv,%PTS Off TO,float,%PTS Off TO value
csv/nba/games_scoring.csv,%PTS PITP,float,%PTS PITP value
csv/nba/games_scoring.csv,2FGM %AST,float,2FGM %AST value
csv/nba/games_scoring.csv,2FGM %UAST,float,2FGM %UAST value
csv/nba/games_scoring.csv,3FGM %AST,float,3FGM %AST value
csv/nba/games_scoring.csv,3FGM %UAST,float,3FGM %UAST value
csv/nba/games_scoring.csv,FGM %AST,float,FGM %AST value
csv/nba/games_scoring.csv,FGM %UAST,float,FGM %UAST value
csv/nba/games_scoring.csv,TEAM_ID,string,Unique identifier for each team
csv/nba/games_scoring.csv,GAME_ID,string,Unique identifier for each game
csv/nba/games_traditional.csv,TEAM,string,Team name or abbreviation
csv/nba/games_traditional.csv,MATCH UP,string,Game matchup notation
csv/nba/games_traditional.csv,GAME DATE,date,Date the game was played
csv/nba/games_traditional.csv,W/L,string,Win/loss indicator
csv/nba/games_traditional.csv,MIN,integer,Minutes played
csv/nba/games_traditional.csv,PTS,integer,Points scored
csv/nba/games_traditional.csv,FGM,integer,Field goals made
csv/nba/games_traditional.csv,FGA,integer,Field goal attempts
csv/nba/games_traditional.csv,FG%,float,Field goal percentage
csv/nba/games_traditional.csv,3PM,integer,3PM value
csv/nba/games_traditional.csv,3PA,integer,3PA value
csv/nba/games_traditional.csv,3P%,float,3P% value
csv/nba/games_traditional.csv,FTM,integer,Free throws made
csv/nba/games_traditional.csv,FTA,integer,Free throw attempts
csv/nba/games_traditional.csv,FT%,float,Free throw percentage
csv/nba/games_traditional.csv,OREB,integer,OREB value
csv/nba/games_traditional.csv,DREB,integer,DREB value
csv/nba/games_traditional.csv,REB,integer,Total rebounds
csv/nba/games_traditional.csv,AST,integer,Assists
csv/nba/games_traditional.csv,TOV,integer,Turnovers
csv/nba/games_traditional.csv,STL,integer,Steals
csv/nba/games_traditional.csv,BLK,integer,Blocks
csv/nba/games_traditional.csv,PF,integer,Personal fouls
csv/nba/games_traditional.csv,+/-,integer,Plus/minus differential
csv/nba/games_traditional.csv,TEAM_ID,string,Unique identifier for each team
csv/nba/games_traditional.csv,GAME_ID,string,Unique identifier for each game
csv/nba/LeagueSchedule24_25.csv,gameId,string,Unique identifier for each game
csv/nba/LeagueSchedule24_25.csv,gameDateTimeEst,string,gameDateTimeEst value
csv/nba/LeagueSchedule24_25.csv,gameDay,string,gameDay value
csv/nba/LeagueSchedule24_25.csv,arenaCity,string,arenaCity value
csv/nba/LeagueSchedule24_25.csv,arenaState,string,arenaState value
csv/nba/LeagueSchedule24_25.csv,arenaName,string,arenaName value
csv/nba/LeagueSchedule24_25.csv,gameLabel,string,gameLabel value
csv/nba/LeagueSchedule24_25.csv,gameSubLabel,string,gameSubLabel value
csv/nba/LeagueSchedule24_25.csv,gameSubtype,string,gameSubtype value
csv/nba/LeagueSchedule24_25.csv,gameSequence,integer,gameSequence value
csv/nba/LeagueSchedule24_25.csv,seriesGameNumber,string,seriesGameNumber value
csv/nba/LeagueSchedule24_25.csv,seriesText,string,seriesText value
csv/nba/LeagueSchedule24_25.csv,weekNumber,integer,weekNumber value
csv/nba/LeagueSchedule24_25.csv,hometeamId,string,hometeamId value
csv/nba/LeagueSchedule24_25.csv,awayteamId,string,awayteamId value
csv/nba/LeagueSchedule25_26.csv,gameId,string,Unique identifier for each game
csv/nba/LeagueSchedule25_26.csv,gameDateTimeEst,string,gameDateTimeEst value
csv/nba/LeagueSchedule25_26.csv,gameDay,string,gameDay value
csv/nba/LeagueSchedule25_26.csv,homeTeamId,string,homeTeamId value
csv/nba/LeagueSchedule25_26.csv,awayTeamId,string,awayTeamId value
csv/nba/LeagueSchedule25_26.csv,homeTeamName,string,homeTeamName value
csv/nba/LeagueSchedule25_26.csv,homeTeamCity,string,homeTeamCity value
csv/nba/LeagueSchedule25_26.csv,awayTeamName,string,awayTeamName value
csv/nba/LeagueSchedule25_26.csv,awayTeamCity,string,awayTeamCity value
csv/nba/LeagueSchedule25_26.csv,arenaName,string,arenaName value
csv/nba/LeagueSchedule25_26.csv,arenaCity,string,arenaCity value
csv/nba/LeagueSchedule25_26.csv,arenaState,string,arenaState value
csv/nba/LeagueSchedule25_26.csv,gameLabel,string,gameLabel value
csv/nba/LeagueSchedule25_26.csv,gameSubLabel,string,gameSubLabel value
csv/nba/LeagueSchedule25_26.csv,gameSubtype,string,gameSubtype value
csv/nba/LeagueSchedule25_26.csv,seriesGameNumber,string,seriesGameNumber value
csv/nba/LeagueSchedule25_26.csv,weekNumber,integer,weekNumber value
csv/nba/nba_detailed_odds.csv,Market,string,Market value
csv/nba/nba_detailed_odds.csv,Selection,string,Selection value
csv/nba/nba_detailed_odds.csv,Odds,float,Odds value
csv/nba/nba_detailed_odds.csv,matchup,string,Game matchup notation
csv/nba/nba_detailed_odds.csv,timestamp,string,timestamp value
csv/nba/nba_main_lines.csv,team1,string,team1 value
csv/nba/nba_main_lines.csv,team2,string,team2 value
csv/nba/nba_main_lines.csv,game_link,string,game link value
csv/nba/nba_main_lines.csv,team1_moneyline,float,team1 moneyline value
csv/nba/nba_main_lines.csv,team2_moneyline,float,team2 moneyline value
csv/nba/nba_main_lines.csv,team1_spread,float,team1 spread value
csv/nba/nba_main_lines.csv,team1_spread_odds,float,team1 spread odds value
csv/nba/nba_main_lines.csv,team2_spread,float,team2 spread value
csv/nba/nba_main_lines.csv,team2_spread_odds,float,team2 spread odds value
csv/nba/nba_main_lines.csv,over_total,float,over total value
csv/nba/nba_main_lines.csv,over_total_odds,float,over total odds value
csv/nba/nba_main_lines.csv,under_total,float,under total value
csv/nba/nba_main_lines.csv,under_total_odds,float,under total odds value
csv/nba/nba_main_lines.csv,timestamp,string,timestamp value
csv/nba/nba_preseason_detailed_odds.csv,Market,string,Market value
csv/nba/nba_preseason_detailed_odds.csv,Selection,string,Selection value
csv/nba/nba_preseason_detailed_odds.csv,Odds,float,Odds value
csv/nba/nba_preseason_detailed_odds.csv,matchup,string,Game matchup notation
csv/nba/nba_preseason_detailed_odds.csv,timestamp,string,timestamp value
csv/nba/nba_preseason_main_lines.csv,team1,string,team1 value
csv/nba/nba_preseason_main_lines.csv,team2,string,team2 value
csv/nba/nba_preseason_main_lines.csv,game_link,string,game link value
csv/nba/nba_preseason_main_lines.csv,team1_moneyline,float,team1 moneyline value
csv/nba/nba_preseason_main_lines.csv,team2_moneyline,float,team2 moneyline value
csv/nba/nba_preseason_main_lines.csv,team1_spread,float,team1 spread value
csv/nba/nba_preseason_main_lines.csv,team1_spread_odds,float,team1 spread odds value
csv/nba/nba_preseason_main_lines.csv,team2_spread,float,team2 spread value
csv/nba/nba_preseason_main_lines.csv,team2_spread_odds,float,team2 spread odds value
csv/nba/nba_preseason_main_lines.csv,over_total,float,over total value
csv/nba/nba_preseason_main_lines.csv,over_total_odds,float,over total odds value
csv/nba/nba_preseason_main_lines.csv,under_total,float,under total value
csv/nba/nba_preseason_main_lines.csv,under_total_odds,float,under total odds value
csv/nba/nba_preseason_main_lines.csv,timestamp,string,timestamp value
csv/nba/pbp1997.csv,gameid,string,Unique identifier for each game
csv/nba/pbp1997.csv,period,integer,period value
csv/nba/pbp1997.csv,clock,string,clock value
csv/nba/pbp1997.csv,h_pts,float,h pts value
csv/nba/pbp1997.csv,a_pts,float,a pts value
csv/nba/pbp1997.csv,team,string,Team name or abbreviation
csv/nba/pbp1997.csv,playerid,string,playerid value
csv/nba/pbp1997.csv,player,string,Player name
csv/nba/pbp1997.csv,type,string,type value
csv/nba/pbp1997.csv,subtype,string,subtype value
csv/nba/pbp1997.csv,result,string,result value
csv/nba/pbp1997.csv,x,integer,x value
csv/nba/pbp1997.csv,y,integer,y value
csv/nba/pbp1997.csv,dist,integer,dist value
csv/nba/pbp1997.csv,desc,string,desc value
csv/nba/pbp1997.csv,season,integer,Season identifier
csv/nba/pbp1998.csv,gameid,string,Unique identifier for each game
csv/nba/pbp1998.csv,period,integer,period value
csv/nba/pbp1998.csv,clock,string,clock value
csv/nba/pbp1998.csv,h_pts,float,h pts value
csv/nba/pbp1998.csv,a_pts,float,a pts value
csv/nba/pbp1998.csv,team,string,Team name or abbreviation
